date,tomato,onion,potato,greenchilli
2021-08-25,17.2,25.3,23.1,36.2
2021-08-26,16.6,25.3,22.8,36.4
2021-08-27,17.5,25.0,22.1,35.5
2021-08-28,17.5,25.3,23.0,38.3
2021-08-29,17.6,26.2,23.6,39.5
2021-08-30,16.7,26.7,23.8,39.2
2021-08-31,16.9,26.0,24.6,41.2
2021-09-01,15.9,26.6,25.1,41.9
2021-09-02,15.5,28.0,25.3,40.7
2021-09-03,14.8,26.9,25.2,40.6
2021-09-04,14.3,26.9,23.4,38.5
2021-09-05,14.4,26.4,23.8,37.8
2021-09-06,14.6,25.8,24.8,38.0
2021-09-07,14.7,25.9,23.0,37.2
2021-09-08,14.5,24.5,24.1,37.8
2021-09-09,15.1,24.2,25.7,35.4
2021-09-10,15.2,24.2,25.0,37.7
2021-09-11,15.0,24.5,24.0,40.6
2021-09-12,14.5,24.7,24.6,43.0
2021-09-13,14.8,25.0,23.8,41.0
2021-09-14,14.0,24.2,22.9,40.8
2021-09-15,14.8,24.6,23.2,41.2
2021-09-16,14.1,23.9,23.0,41.2
2021-09-17,13.0,23.8,23.1,41.0
2021-09-18,13.9,25.0,24.2,37.6
2021-09-19,13.5,25.2,23.0,39.2
2021-09-20,14.3,25.6,22.4,39.9
2021-09-21,14.9,26.5,22.9,41.4
2021-09-22,14.7,25.9,22.9,39.8
2021-09-23,15.2,24.8,21.2,40.4
2021-09-24,15.0,23.1,20.4,41.5
2021-09-25,14.4,23.7,19.9,37.5
2021-09-26,14.3,23.0,20.5,36.3
2021-09-27,14.6,23.5,21.2,35.3
2021-09-28,14.9,25.0,22.4,35.4
2021-09-29,14.3,25.1,21.4,37.2
2021-09-30,13.4,23.9,22.0,38.2
2021-10-01,13.1,22.8,21.9,35.2
2021-10-02,12.8,23.3,22.5,36.8
2021-10-03,13.3,23.2,20.8,36.8
2021-10-04,13.8,21.7,22.1,34.4
2021-10-05,13.7,20.6,22.1,34.5
2021-10-06,12.9,18.9,21.9,35.5
2021-10-07,12.8,19.0,22.5,35.8
2021-10-08,13.0,18.9,21.7,36.2
2021-10-09,12.9,18.8,21.4,35.9
2021-10-10,13.1,18.2,20.5,35.7
2021-10-11,13.3,17.7,19.4,34.8
2021-10-12,13.5,17.7,18.6,34.6
2021-10-13,12.5,17.2,18.1,33.2
2021-10-14,12.1,16.8,17.3,34.0
2021-10-15,12.8,17.9,18.0,34.0
2021-10-16,13.1,19.0,17.7,35.0
2021-10-17,13.5,18.7,16.9,32.8
2021-10-18,14.0,18.7,15.2,31.1
2021-10-19,13.2,19.0,16.3,31.8
2021-10-20,14.4,18.2,16.9,33.4
2021-10-21,14.8,18.5,15.4,33.8
2021-10-22,15.3,18.1,15.3,34.5
2021-10-23,15.6,17.9,14.8,36.2
2021-10-24,16.4,17.3,15.2,34.6
2021-10-25,17.9,17.8,14.8,33.7
2021-10-26,17.3,16.8,15.9,35.2
2021-10-27,16.2,16.8,16.5,33.9
2021-10-28,16.7,18.1,15.8,32.8
2021-10-29,16.3,17.5,17.9,31.5
2021-10-30,14.8,16.7,18.3,32.5
2021-10-31,14.3,17.5,17.3,32.8
2021-11-01,12.0,16.9,16.7,32.7
2021-11-02,11.9,16.8,16.7,29.6
2021-11-03,12.5,15.8,16.8,29.6
2021-11-04,11.9,17.5,16.6,30.3
2021-11-05,11.6,15.7,17.6,27.2
2021-11-06,11.3,14.9,18.6,28.0
2021-11-07,12.3,14.2,16.9,28.1
2021-11-08,13.5,14.0,15.5,25.9
2021-11-09,13.8,15.6,15.6,25.6
2021-11-10,13.9,16.0,15.4,24.1
2021-11-11,14.0,16.2,15.0,24.4
2021-11-12,14.2,15.3,15.4,28.4
2021-11-13,13.4,16.2,16.3,28.3
2021-11-14,12.9,15.6,16.2,28.2
2021-11-15,13.3,16.0,16.0,28.1
2021-11-16,12.9,15.3,14.5,25.9
2021-11-17,14.1,15.1,13.5,27.0
2021-11-18,13.6,16.1,14.0,26.4
2021-11-19,14.3,16.9,14.1,26.2
2021-11-20,13.4,16.7,14.4,28.2
2021-11-21,12.9,17.4,13.6,26.9
2021-11-22,12.6,18.4,13.4,26.0
2021-11-23,12.8,18.9,12.2,27.8
2021-11-24,12.0,19.0,14.2,28.2
2021-11-25,12.5,18.3,15.1,26.7
2021-11-26,13.2,17.9,14.9,27.0
2021-11-27,12.5,18.3,16.3,27.8
2021-11-28,12.6,16.7,15.2,26.8
2021-11-29,12.4,16.8,15.8,25.3
2021-11-30,11.7,16.1,15.1,22.7
2021-12-01,12.1,17.0,14.6,24.1
2021-12-02,12.5,16.8,13.3,23.7
2021-12-03,13.2,16.5,13.3,21.6
2021-12-04,13.2,15.5,15.9,20.6
2021-12-05,12.7,14.8,14.2,22.4
2021-12-06,13.3,15.5,14.3,24.8
2021-12-07,13.5,15.4,14.9,25.5
2021-12-08,13.1,16.4,16.5,24.6
2021-12-09,12.8,16.4,16.1,24.2
2021-12-10,11.4,18.5,16.6,22.7
2021-12-11,11.6,18.4,15.7,25.4
2021-12-12,11.3,17.2,14.6,26.9
2021-12-13,11.6,14.5,15.2,27.8
2021-12-14,11.8,14.7,15.8,26.8
2021-12-15,10.8,14.5,16.5,28.9
2021-12-16,10.9,13.6,17.3,30.2
2021-12-17,10.5,14.1,16.9,28.6
2021-12-18,10.6,13.9,18.6,32.0
2021-12-19,11.1,14.0,18.4,30.5
2021-12-20,11.7,12.6,17.4,27.8
2021-12-21,10.9,13.5,17.7,30.6
2021-12-22,10.3,13.7,17.8,28.1
2021-12-23,10.7,13.4,16.8,28.4
2021-12-24,10.7,12.1,16.2,29.6
2021-12-25,11.3,12.3,15.7,31.0
2021-12-26,11.5,11.4,15.2,32.3
2021-12-27,11.8,11.9,14.9,32.6
2021-12-28,11.7,12.5,14.2,33.9
2021-12-29,11.9,12.8,14.0,32.3
2021-12-30,11.3,13.5,14.4,33.6
2021-12-31,11.7,13.8,14.6,33.3
2022-01-01,11.6,13.3,14.2,32.3
2022-01-02,11.2,11.2,14.8,30.5
2022-01-03,11.9,11.5,14.3,31.5
2022-01-04,11.7,10.7,14.3,30.1
2022-01-05,12.0,11.9,14.5,31.0
2022-01-06,11.3,12.8,14.9,30.0
2022-01-07,11.5,13.1,15.2,30.0
2022-01-08,11.6,14.7,15.6,31.1
2022-01-09,10.3,13.8,15.6,31.5
2022-01-10,9.6,14.1,16.0,27.9
2022-01-11,9.4,15.3,16.9,27.1
2022-01-12,10.6,16.0,15.9,27.2
2022-01-13,10.9,16.1,16.0,26.5
2022-01-14,9.7,17.2,15.0,27.5
2022-01-15,10.1,15.9,14.4,28.7
2022-01-16,10.7,16.7,15.4,28.4
2022-01-17,11.0,17.4,15.4,27.7
2022-01-18,11.3,18.2,16.7,24.5
2022-01-19,11.2,18.2,16.7,24.8
2022-01-20,10.7,17.4,15.0,25.3
2022-01-21,9.9,16.9,16.3,26.4
2022-01-22,10.7,16.6,16.2,26.6
2022-01-23,10.8,15.9,15.0,28.9
2022-01-24,11.1,17.3,16.1,27.3
2022-01-25,11.6,17.9,16.8,29.4
2022-01-26,11.6,17.2,16.5,29.4
2022-01-27,12.2,17.2,17.1,29.9
2022-01-28,12.2,17.1,16.5,29.9
2022-01-29,12.2,16.7,16.1,28.5
2022-01-30,12.4,18.1,17.2,29.3
2022-01-31,12.7,17.7,16.5,29.0
2022-02-01,12.2,17.2,15.3,30.9
2022-02-02,11.9,17.7,14.9,32.2
2022-02-03,11.6,17.6,13.8,32.8
2022-02-04,12.4,16.8,14.7,32.0
2022-02-05,12.0,16.8,15.4,32.4
2022-02-06,11.6,16.6,15.4,31.9
2022-02-07,11.8,16.2,15.7,33.9
2022-02-08,12.5,17.2,14.9,35.0
2022-02-09,13.0,16.9,13.9,33.6
2022-02-10,14.4,16.3,13.4,31.4
2022-02-11,14.5,16.1,14.6,28.4
2022-02-12,13.8,17.3,14.8,28.9
2022-02-13,14.0,17.9,15.5,30.3
2022-02-14,14.3,17.9,16.0,30.4
2022-02-15,14.7,18.6,16.4,33.0
2022-02-16,15.8,17.4,16.0,32.8
2022-02-17,14.8,18.1,15.9,32.6
2022-02-18,14.7,17.9,17.4,30.7
2022-02-19,14.8,17.6,18.3,30.4
2022-02-20,14.1,17.2,17.8,32.5
2022-02-21,14.4,16.9,16.9,32.0
2022-02-22,14.0,16.0,16.8,32.3
2022-02-23,14.0,16.4,17.4,31.1
2022-02-24,14.5,16.3,17.3,32.6
2022-02-25,14.3,16.9,17.6,36.2
2022-02-26,13.6,17.2,19.9,35.3
2022-02-27,13.1,17.4,19.4,31.5
2022-02-28,12.9,16.5,19.6,30.2
2022-03-01,13.7,19.3,21.2,32.8
2022-03-02,13.8,19.8,22.1,33.3
2022-03-03,13.5,20.1,21.4,33.4
2022-03-04,13.9,20.5,21.9,37.1
2022-03-05,13.6,21.5,21.5,38.1
2022-03-06,13.7,22.7,21.6,37.5
2022-03-07,13.2,21.8,22.1,42.6
2022-03-08,14.1,21.6,21.8,44.2
2022-03-09,14.3,21.8,21.7,42.7
2022-03-10,13.7,20.4,21.9,40.7
2022-03-11,14.7,19.2,22.0,39.7
2022-03-12,14.2,20.7,22.3,37.2
2022-03-13,15.2,21.9,22.9,37.5
2022-03-14,14.9,22.2,23.3,38.3
2022-03-15,14.4,20.9,22.7,37.0
2022-03-16,15.4,21.3,21.5,39.6
2022-03-17,15.7,21.8,21.6,41.8
2022-03-18,16.9,20.9,21.3,41.4
2022-03-19,18.1,19.5,21.0,40.1
2022-03-20,17.3,19.8,21.7,40.3
2022-03-21,18.9,18.8,21.3,40.7
2022-03-22,18.1,18.6,19.8,40.4
2022-03-23,17.4,19.9,21.2,38.9
2022-03-24,17.4,20.2,19.5,41.5
2022-03-25,18.2,20.2,20.2,40.8
2022-03-26,18.9,20.7,19.2,38.1
2022-03-27,18.5,20.3,21.1,35.5
2022-03-28,17.5,21.5,21.9,34.6
2022-03-29,16.8,22.4,22.1,35.1
2022-03-30,17.0,21.7,21.0,36.6
2022-03-31,17.8,20.7,22.7,36.5
2022-04-01,18.0,21.7,23.8,37.4
2022-04-02,18.7,22.0,23.2,37.8
2022-04-03,17.9,22.2,22.5,38.7
2022-04-04,17.3,22.4,22.1,38.7
2022-04-05,17.4,22.8,20.9,40.2
2022-04-06,17.4,23.3,21.8,40.6
2022-04-07,15.9,23.6,22.3,40.4
2022-04-08,16.0,24.1,21.9,43.0
2022-04-09,16.0,22.7,23.0,39.8
2022-04-10,17.3,22.7,21.4,40.6
2022-04-11,18.0,23.0,21.9,39.8
2022-04-12,18.0,22.7,21.3,38.0
2022-04-13,18.4,22.3,21.5,38.6
2022-04-14,17.8,21.8,23.3,36.2
2022-04-15,18.4,22.1,23.6,38.3
2022-04-16,17.4,21.5,23.0,40.0
2022-04-17,17.4,23.7,22.7,41.0
2022-04-18,17.2,23.4,23.2,41.3
2022-04-19,16.9,23.5,21.1,43.6
2022-04-20,16.8,22.8,20.3,45.7
2022-04-21,17.4,23.1,20.3,45.2
2022-04-22,18.6,21.6,20.1,43.5
2022-04-23,18.4,22.7,21.7,42.1
2022-04-24,17.5,22.2,21.2,42.8
2022-04-25,17.8,23.9,21.7,44.9
2022-04-26,16.7,22.9,21.7,43.7
2022-04-27,16.0,22.6,21.9,43.5
2022-04-28,15.3,23.9,22.6,44.8
2022-04-29,16.0,23.5,24.2,42.7
2022-04-30,16.1,25.3,23.8,42.6
2022-05-01,15.0,26.0,23.4,44.2
2022-05-02,15.6,26.4,23.8,47.4
2022-05-03,16.5,25.4,22.4,49.4
2022-05-04,16.9,25.3,22.2,50.0
2022-05-05,17.8,26.1,22.4,51.5
2022-05-06,17.2,27.1,20.9,50.1
2022-05-07,16.4,26.1,22.1,47.3
2022-05-08,16.2,25.4,21.2,46.1
2022-05-09,17.6,26.2,20.5,45.0
2022-05-10,18.1,26.5,20.6,47.0
2022-05-11,19.2,25.6,20.9,47.1
2022-05-12,19.8,25.0,21.8,47.3
2022-05-13,20.0,24.3,22.2,46.9
2022-05-14,19.8,24.8,22.9,45.3
2022-05-15,19.5,26.4,23.1,46.0
2022-05-16,18.6,26.3,22.8,47.4
2022-05-17,18.6,25.6,23.5,46.5
2022-05-18,18.1,24.9,24.6,45.8
2022-05-19,19.1,25.0,25.9,45.9
2022-05-20,19.3,24.3,25.5,44.3
2022-05-21,19.1,25.0,24.7,49.4
2022-05-22,18.6,25.3,24.2,49.8
2022-05-23,20.1,26.7,25.3,50.2
2022-05-24,20.7,27.0,24.5,50.7
2022-05-25,21.3,26.0,25.7,49.4
2022-05-26,21.0,26.9,26.2,49.7
2022-05-27,21.0,26.0,25.7,49.4
2022-05-28,21.4,24.1,25.8,49.0
2022-05-29,20.6,24.6,27.0,47.6
2022-05-30,20.1,26.5,27.4,48.7
2022-05-31,20.6,27.9,27.7,52.1
2022-06-01,18.2,29.1,29.2,51.8
2022-06-02,18.4,29.3,28.3,53.2
2022-06-03,18.7,31.0,27.3,50.8
2022-06-04,18.6,30.7,26.9,49.7
2022-06-05,19.0,30.1,26.4,51.1
2022-06-06,19.4,29.1,26.2,51.9
2022-06-07,19.1,30.2,26.9,53.4
2022-06-08,18.9,30.1,26.6,53.3
2022-06-09,18.5,30.0,26.6,53.5
2022-06-10,18.0,30.5,25.9,55.6
2022-06-11,18.1,29.9,26.8,53.1
2022-06-12,19.5,30.8,26.9,51.3
2022-06-13,19.8,31.5,25.9,49.1
2022-06-14,20.7,30.3,26.3,50.9
2022-06-15,20.6,29.3,26.1,49.9
2022-06-16,21.2,29.0,27.3,51.2
2022-06-17,20.5,30.7,27.0,53.2
2022-06-18,20.5,30.2,26.9,51.3
2022-06-19,20.2,29.3,25.9,52.8
2022-06-20,20.4,29.5,25.7,51.1
2022-06-21,20.8,29.5,26.6,48.9
2022-06-22,21.2,29.2,25.9,48.2
2022-06-23,20.9,29.3,25.9,48.0
2022-06-24,21.6,30.1,26.2,47.8
2022-06-25,20.9,29.0,26.4,47.6
2022-06-26,21.2,28.3,26.6,46.0
2022-06-27,20.9,27.6,27.9,46.2
2022-06-28,20.9,27.8,28.2,45.6
2022-06-29,20.5,28.5,28.5,47.8
2022-06-30,20.2,30.1,28.3,48.5
2022-07-01,20.2,28.5,29.0,48.6
2022-07-02,20.0,28.2,28.8,48.4
2022-07-03,19.8,29.0,27.2,49.2
2022-07-04,20.3,28.3,27.7,48.9
2022-07-05,19.7,27.7,27.2,48.4
2022-07-06,19.5,28.1,27.6,52.8
2022-07-07,19.7,27.8,27.2,55.4
2022-07-08,20.2,27.7,27.3,56.0
2022-07-09,20.9,29.2,26.6,55.4
2022-07-10,21.1,29.9,26.6,56.4
2022-07-11,21.0,29.3,25.1,56.7
2022-07-12,20.1,27.6,24.4,55.7
2022-07-13,20.3,28.4,23.6,54.4
2022-07-14,20.4,30.4,23.4,55.3
2022-07-15,19.9,30.8,21.2,56.3
2022-07-16,19.4,30.7,20.9,56.0
2022-07-17,19.4,30.8,21.5,57.5
2022-07-18,18.4,30.2,20.9,56.3
2022-07-19,19.3,30.7,22.1,57.0
2022-07-20,18.0,31.5,23.1,57.3
2022-07-21,18.0,30.0,23.4,58.5
2022-07-22,19.6,28.7,23.1,58.1
2022-07-23,20.3,29.5,23.2,56.1
2022-07-24,19.6,30.1,23.0,53.1
2022-07-25,19.8,28.1,23.2,52.2
2022-07-26,19.8,29.0,23.7,51.7
2022-07-27,20.3,28.1,22.9,50.0
2022-07-28,20.1,27.4,23.0,48.7
2022-07-29,20.2,27.8,23.7,47.1
2022-07-30,20.6,27.9,23.4,47.5
2022-07-31,20.1,28.0,22.7,47.0
2022-08-01,20.8,26.6,22.6,46.4
2022-08-02,19.8,26.2,23.3,46.9
2022-08-03,19.2,26.2,23.0,49.1
2022-08-04,19.6,27.3,22.9,48.5
2022-08-05,18.8,28.0,22.5,48.3
2022-08-06,19.5,26.5,20.7,51.2
2022-08-07,19.1,26.1,20.7,48.9
2022-08-08,20.6,26.8,20.1,49.0
2022-08-09,20.2,27.6,21.7,47.3
2022-08-10,20.5,27.0,21.3,46.4
2022-08-11,20.3,28.4,21.9,50.6
2022-08-12,20.6,30.3,22.1,47.3
2022-08-13,20.1,30.4,22.3,46.9
2022-08-14,20.2,30.5,21.9,45.8
2022-08-15,20.3,31.0,23.1,46.6
2022-08-16,19.6,31.5,22.3,47.5
2022-08-17,19.0,30.4,21.5,46.6
2022-08-18,18.2,29.5,22.2,47.5
2022-08-19,18.0,29.3,23.4,50.2
2022-08-20,17.9,28.6,23.7,49.5
2022-08-21,17.4,28.7,22.7,50.6
2022-08-22,17.3,28.4,23.7,50.6
2022-08-23,16.4,28.6,23.2,50.5
2022-08-24,16.3,27.8,22.9,52.3
2022-08-25,16.1,28.1,22.0,50.6
2022-08-26,17.0,27.6,23.2,51.4
2022-08-27,16.8,26.6,22.5,53.1
2022-08-28,16.8,26.0,22.5,50.5
2022-08-29,16.6,24.8,22.7,51.6
2022-08-30,17.4,25.1,25.2,49.9
2022-08-31,16.9,25.1,24.3,49.4
2022-09-01,16.9,24.3,24.7,49.6
2022-09-02,16.9,23.8,23.3,47.8
2022-09-03,15.9,24.3,22.7,47.2
2022-09-04,16.6,23.3,23.0,44.8
2022-09-05,16.7,23.7,22.7,44.8
2022-09-06,15.8,23.2,23.5,43.3
2022-09-07,14.7,23.8,22.2,42.6
2022-09-08,15.2,24.1,22.3,40.6
2022-09-09,14.8,23.3,21.3,39.8
2022-09-10,15.0,22.5,21.2,40.9
2022-09-11,14.8,23.5,21.9,40.6
2022-09-12,14.4,23.6,22.0,40.5
2022-09-13,14.1,22.0,22.8,41.8
2022-09-14,13.3,20.6,23.7,43.4
2022-09-15,13.0,20.8,21.8,44.8
2022-09-16,13.6,21.1,21.7,42.7
2022-09-17,13.6,21.0,21.8,42.7
2022-09-18,13.1,22.9,20.2,41.4
2022-09-19,13.8,21.6,19.2,42.1
2022-09-20,14.9,20.0,19.2,38.2
2022-09-21,14.7,19.5,20.5,39.9
2022-09-22,14.7,17.9,21.4,38.7
2022-09-23,15.1,16.3,21.9,38.6
2022-09-24,16.0,16.9,21.7,40.4
2022-09-25,16.1,19.3,20.8,41.3
2022-09-26,15.6,17.5,21.1,39.7
2022-09-27,15.2,19.4,21.7,40.4
2022-09-28,14.6,20.5,21.8,41.9
2022-09-29,13.2,19.4,22.7,41.5
2022-09-30,13.9,20.7,22.7,42.6
2022-10-01,13.0,20.9,22.4,44.4
2022-10-02,12.8,20.6,21.7,45.6
2022-10-03,12.4,21.9,20.9,42.4
2022-10-04,12.8,22.6,20.0,41.0
2022-10-05,12.7,23.0,19.5,39.3
2022-10-06,13.6,22.8,17.6,37.7
2022-10-07,12.6,23.9,18.1,35.2
2022-10-08,12.2,22.8,16.6,36.5
2022-10-09,12.6,22.6,16.5,36.1
2022-10-10,12.5,21.4,16.6,34.5
2022-10-11,11.8,20.1,17.9,35.1
2022-10-12,12.1,20.4,18.2,35.3
2022-10-13,12.1,20.3,17.3,35.7
2022-10-14,12.1,21.3,16.2,34.4
2022-10-15,12.5,20.9,16.1,33.1
2022-10-16,12.9,20.9,14.9,34.5
2022-10-17,13.0,21.8,15.2,36.4
2022-10-18,12.1,22.5,14.6,35.4
2022-10-19,13.3,22.0,16.2,35.7
2022-10-20,13.1,21.6,15.5,34.8
2022-10-21,13.6,20.1,15.4,36.2
2022-10-22,13.6,19.6,15.1,33.7
2022-10-23,12.7,19.6,15.4,33.4
2022-10-24,12.9,20.7,15.0,31.5
2022-10-25,14.3,19.7,14.7,32.1
2022-10-26,14.8,20.0,15.1,31.9
2022-10-27,14.6,20.5,14.2,28.6
2022-10-28,14.2,19.8,15.0,28.6
2022-10-29,13.6,19.2,16.4,29.0
2022-10-30,13.2,18.0,16.5,26.0
2022-10-31,13.4,17.3,16.4,26.6
2022-11-01,12.6,17.0,16.9,27.8
2022-11-02,13.1,16.6,15.9,27.5
2022-11-03,12.3,17.2,16.4,28.0
2022-11-04,12.5,17.2,14.9,29.5
2022-11-05,11.1,17.9,13.3,28.6
2022-11-06,10.4,17.0,13.9,30.6
2022-11-07,9.9,16.2,13.5,30.4
2022-11-08,9.7,16.7,13.4,31.8
2022-11-09,11.1,16.3,13.0,35.1
2022-11-10,11.2,16.9,12.0,33.6
2022-11-11,10.4,17.0,13.8,33.3
2022-11-12,10.0,17.7,13.8,32.3
2022-11-13,10.2,16.6,14.5,31.9
2022-11-14,10.2,15.5,15.3,30.6
2022-11-15,10.5,15.0,15.2,33.3
2022-11-16,11.3,16.6,14.8,33.1
2022-11-17,11.3,16.6,15.3,31.5
2022-11-18,11.0,16.8,16.5,31.3
2022-11-19,10.7,18.9,15.3,34.7
2022-11-20,10.4,18.1,15.1,33.7
2022-11-21,10.3,16.8,14.2,36.0
2022-11-22,10.9,16.7,15.0,34.8
2022-11-23,10.6,18.4,14.9,34.3
2022-11-24,11.2,17.2,15.0,32.7
2022-11-25,10.2,17.5,15.0,32.1
2022-11-26,11.2,18.8,14.0,30.8
2022-11-27,11.4,16.9,15.1,31.0
2022-11-28,10.5,15.8,15.0,32.0
2022-11-29,9.9,15.9,14.9,29.5
2022-11-30,8.8,17.5,13.8,29.9
2022-12-01,9.2,16.4,14.2,27.8
2022-12-02,9.1,16.2,12.8,28.2
2022-12-03,9.8,15.1,13.1,29.3
2022-12-04,11.2,15.8,14.0,28.9
2022-12-05,10.3,16.5,13.1,27.9
2022-12-06,10.4,16.6,14.3,28.6
2022-12-07,11.2,16.4,13.4,25.2
2022-12-08,11.2,15.1,13.3,22.5
2022-12-09,11.1,15.3,13.3,24.1
2022-12-10,11.5,17.2,13.4,25.7
2022-12-11,11.9,17.5,13.5,25.9
2022-12-12,10.8,18.0,14.5,27.2
2022-12-13,10.7,18.6,13.1,26.2
2022-12-14,11.0,17.4,13.3,24.8
2022-12-15,11.1,16.5,14.0,22.7
2022-12-16,10.5,15.6,13.8,24.6
2022-12-17,10.5,15.9,14.0,22.4
2022-12-18,11.7,17.2,11.8,22.2
2022-12-19,11.1,16.6,11.6,23.5
2022-12-20,11.1,17.4,11.8,22.4
2022-12-21,10.8,18.3,11.5,23.1
2022-12-22,9.7,16.8,11.3,21.9
2022-12-23,10.4,15.3,12.7,21.7
2022-12-24,10.5,15.4,12.0,22.7
2022-12-25,11.4,16.6,13.2,23.9
2022-12-26,11.8,16.0,11.8,24.0
2022-12-27,11.8,15.8,11.9,25.2
2022-12-28,11.8,15.0,11.8,25.4
2022-12-29,11.8,15.3,11.7,24.9
2022-12-30,11.6,13.8,11.8,26.6
2022-12-31,11.8,13.1,11.1,26.9
2023-01-01,12.0,14.8,10.8,28.1
2023-01-02,12.2,15.0,9.5,29.4
2023-01-03,11.0,17.0,9.1,30.1
2023-01-04,11.4,17.0,10.6,29.9
2023-01-05,11.4,16.3,10.5,29.0
2023-01-06,9.9,14.9,11.8,26.4
2023-01-07,9.1,14.3,12.1,26.9
2023-01-08,9.5,13.4,13.3,29.8
2023-01-09,9.9,14.0,13.7,28.5
2023-01-10,9.8,13.5,14.2,27.0
2023-01-11,10.5,13.6,13.5,29.3
2023-01-12,10.1,14.3,15.3,29.3
2023-01-13,9.5,14.9,15.3,28.8
2023-01-14,9.5,14.5,14.5,32.3
2023-01-15,9.8,14.4,15.2,33.7
2023-01-16,10.6,14.8,14.9,32.6
2023-01-17,10.7,15.5,14.4,32.7
2023-01-18,10.9,15.7,16.7,34.0
2023-01-19,11.9,15.8,17.3,31.5
2023-01-20,11.8,16.8,18.0,33.1
2023-01-21,10.5,16.1,17.5,29.9
2023-01-22,9.7,16.0,17.5,31.3
2023-01-23,10.6,16.4,17.3,32.4
2023-01-24,10.1,15.4,17.5,32.0
2023-01-25,9.9,15.0,16.6,30.9
2023-01-26,9.7,16.1,15.4,32.2
2023-01-27,10.3,16.3,14.9,32.8
2023-01-28,10.6,16.7,14.2,31.9
2023-01-29,9.8,16.6,14.6,30.9
2023-01-30,11.0,16.4,15.0,31.2
2023-01-31,10.9,14.7,14.6,29.8
2023-02-01,11.2,15.5,15.2,28.0
2023-02-02,11.2,15.1,14.7,29.5
2023-02-03,11.5,14.6,15.4,32.4
2023-02-04,11.9,14.8,16.8,32.5
2023-02-05,11.5,16.6,16.8,33.6
2023-02-06,11.3,18.4,17.1,33.1
2023-02-07,11.4,17.9,17.1,30.5
2023-02-08,10.9,18.8,17.8,33.0
2023-02-09,11.1,18.5,18.1,36.2
2023-02-10,11.8,18.1,18.8,37.8
2023-02-11,12.4,18.7,19.0,35.1
2023-02-12,13.5,19.0,18.5,35.8
2023-02-13,12.8,18.7,18.0,33.7
2023-02-14,12.5,19.0,17.4,32.8
2023-02-15,11.8,19.3,16.9,33.5
2023-02-16,11.2,20.3,17.5,35.0
2023-02-17,10.8,19.6,17.6,35.1
2023-02-18,11.7,19.5,17.4,32.7
2023-02-19,12.1,17.8,17.8,32.8
2023-02-20,12.0,16.4,17.3,32.7
2023-02-21,12.3,16.7,16.3,31.5
2023-02-22,12.3,17.8,17.7,30.5
2023-02-23,12.0,17.1,17.9,31.1
2023-02-24,12.8,17.7,18.1,30.7
2023-02-25,14.9,17.0,18.0,31.8
2023-02-26,15.6,15.3,17.6,35.3
2023-02-27,16.3,15.8,18.2,34.9
2023-02-28,14.7,17.2,19.1,34.4
2023-03-01,14.4,17.7,18.6,33.9
2023-03-02,14.4,18.0,18.0,34.7
2023-03-03,14.6,18.1,17.0,38.6
2023-03-04,15.4,18.5,18.4,36.3
2023-03-05,15.9,19.6,18.5,36.7
2023-03-06,15.5,20.6,18.4,40.2
2023-03-07,15.1,20.4,16.8,40.2
2023-03-08,14.7,20.3,18.0,38.7
2023-03-09,15.2,21.3,17.3,38.4
2023-03-10,15.5,22.9,17.6,37.7
2023-03-11,16.0,22.2,19.2,36.4
2023-03-12,14.9,21.7,19.9,37.6
2023-03-13,15.6,21.7,19.1,37.6
2023-03-14,16.0,21.9,18.3,35.1
2023-03-15,15.2,22.1,19.2,36.1
2023-03-16,14.6,22.4,18.9,35.3
2023-03-17,15.0,23.5,19.8,37.8
2023-03-18,15.6,23.8,19.8,35.6
2023-03-19,15.8,24.2,20.2,36.6
2023-03-20,15.6,23.4,20.5,38.1
2023-03-21,16.2,24.3,20.7,38.3
2023-03-22,15.8,24.2,20.0,39.3
2023-03-23,15.6,24.4,21.0,36.9
2023-03-24,15.8,22.6,21.3,36.5
2023-03-25,16.3,21.8,21.0,38.4
2023-03-26,16.6,22.2,21.5,38.6
2023-03-27,15.9,22.1,22.5,40.9
2023-03-28,16.4,22.9,21.9,40.6
2023-03-29,16.2,22.0,20.4,39.3
2023-03-30,15.3,21.6,20.6,39.4
2023-03-31,16.3,21.0,20.2,38.9
2023-04-01,16.9,22.8,20.8,38.5
2023-04-02,16.9,23.4,20.4,35.8
2023-04-03,17.6,22.7,20.4,38.1
2023-04-04,18.2,22.0,20.6,39.0
2023-04-05,19.1,20.9,21.5,39.2
2023-04-06,18.7,21.5,22.3,37.7
2023-04-07,18.1,19.8,21.9,38.4
2023-04-08,17.3,19.6,22.0,38.7
2023-04-09,17.4,19.4,21.9,40.1
2023-04-10,18.1,18.7,21.2,40.6
2023-04-11,16.4,20.3,21.5,42.9
2023-04-12,17.1,20.6,22.6,41.6
2023-04-13,17.3,20.4,22.4,42.2
2023-04-14,16.8,21.4,23.6,43.0
2023-04-15,16.6,21.5,25.4,44.8
2023-04-16,16.3,21.3,25.2,44.5
2023-04-17,16.8,22.5,25.7,45.9
2023-04-18,16.4,24.0,25.2,46.8
2023-04-19,16.2,25.1,23.9,45.7
2023-04-20,16.5,24.9,24.9,42.9
2023-04-21,16.4,24.4,25.7,43.8
2023-04-22,16.3,23.4,24.7,43.9
2023-04-23,16.3,23.4,25.1,43.3
